response,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.392,0.063,0.627,0.47,0.141,0.881,0.231,0.012,0.411,0.386
11,0.964,0.301,0.786,0.208,0.83,0.679,0.478,0.938,0.93,0.837
6,0.292,0.47,0.738,0.461,0.541,0.412,0.05,0.024,0.52,0.415
8,0.357,0.314,0.805,0.615,0.521,0.021,0.183,0.121,0.698,0.772
1,0.67,0.036,0.869,0.242,0.094,0.261,0.341,0.379,0.011,0.796
4,0.416,0.376,0.428,0.562,0.169,0.87,0.079,0.752,0.07,0.278
2,0.077,0.043,0.656,0.703,0.173,0.07,0.226,0.633,0.55,0.134
15,0.611,0.4,0.822,0.887,0.784,0.492,0.503,0.063,0.591,0.073
9,0.5,0.785,0.774,0.546,0.274,0.002,0.362,0.552,0.084,0.791
2,0.837,0.065,0.246,0.068,0.645,0.964,0.315,0.002,0.404,0.909
1,0.192,0.172,0.619,0.227,0.976,0.561,0.22,0.783,0.278,0.403
14,0.205,0.654,0.031,0.669,0.693,0.893,0.867,0.131,0.396,0.628
1,0.059,0.95,0.645,0.268,0.127,0.49,0.162,0.471,0.839,0.139
0,0.045,0.251,0.768,0.141,0.55,0.384,0.695,0.712,0.321,0.106
2,0.19,0.847,0.366,0.284,0.309,0.615,0.945,0.324,0.253,0.026
8,0.566,0.328,0.358,0.944,0.487,0.58,0.077,0.917,0.484,0.224
7,0.362,0.033,0.334,0.931,0.78,0.396,0.338,0.465,0.74,0.908
0,0.116,0.365,0.462,0.163,0.411,0.304,0.233,0.093,0.859,0.328
15,0.558,0.837,0.184,0.872,0.578,0.092,0.957,0.003,0.419,0.149
7,0.063,0.992,0.71,0.828,0.52,0.531,0.483,0.368,0.939,0.794
2,0.038,0.164,0.696,0.486,0.488,0.898,0.649,0.796,0.445,0.925
12,0.717,0.381,0.295,0.967,0.357,0.233,0.239,0.226,0.206,0.84
4,0.082,0.77,0.592,0.471,0.726,0.213,0.784,0.044,0.803,0.056
9,0.68,0.392,0.165,0.279,0.404,0.95,0.774,0.66,0.991,0.216
7,0.071,0.237,0.74,0.803,0.821,0.594,0.186,0.646,0.767,0.141
13,0.537,0.791,0.282,0.732,0.463,0.974,0.368,0.374,0.027,0.83
3,0.94,0.88,0.605,0.623,0.043,0.008,0.116,0.909,0.314,0.756
2,0.06,0.593,0.641,0.354,0.337,0.281,0.071,0.86,0.601,0.353
14,0.751,0.361,0.2,0.756,0.679,0.076,0.966,0.825,0.605,0.408
7,0.843,0.026,0.809,0.918,0.466,0.916,0.495,0.333,0.127,0.384
12,0.695,0.556,0.008,0.047,0.675,0.923,0.287,0.997,0.547,0.584
1,0.374,0.023,0.759,0.703,0.265,0.856,0.548,0.113,0.359,0.893
10,0.148,0.499,0.868,0.717,0.888,0.814,0.666,0.229,0.076,0.316
12,0.746,0.144,0.78,0.907,0.861,0.462,0.155,0.502,0.623,0.767
10,0.763,0.646,0.511,0.644,0.02,0.528,0.187,0.92,0.114,0.26
7,0.553,0.329,0.348,0.734,0.02,0.574,0.657,0.449,0.168,0.545
5,0.395,0.039,0.895,0.772,0.009,0.686,0.424,0.519,0.742,0.683
12,0.228,0.846,0.673,0.928,0.555,0.508,0.451,0.47,0.163,0.972
0,0.122,0.029,0.756,0.176,0.72,0.14,0.167,0.17,0.014,0.072
6,0.105,0.098,0.362,0.905,0.274,0.276,0.759,0.162,0.891,0.25
11,0.564,0.419,0.303,0.936,0.277,0.785,0.791,0.472,0.496,0.546
13,0.896,0.719,0.063,0.685,0.31,0.831,0.137,0.807,0.455,0.146
15,0.839,0.81,0.999,0.641,0.651,0.482,0.296,0.596,0.42,0.069
9,0.611,0.992,0.901,0.105,0.292,0.061,0.097,0.419,0.025,0.488
12,0.614,0.243,0.974,0.749,0.5,0.879,0.165,0.599,0.424,0.725
1,0.58,0.074,0.556,0.293,0.553,0.854,0.282,0.578,0.574,0.639
4,0.502,0.18,0.444,0.527,0.982,0.439,0.034,0.755,0.242,0.696
15,0.669,0.593,0.086,0.769,0.782,0.94,0.824,0.365,0.68,0.203
8,0.58,0.385,0.669,0.47,0.466,0.226,0.915,0.058,0.034,0.941
1,0.335,0.106,0.664,0.332,0.83,0.18,0.976,0.057,0.383,0.793
12,0.449,0.623,0.271,0.835,0.521,0.558,0.828,0.612,0.131,0.328
7,0.008,0.91,0.833,0.592,0.78,0.702,0.601,0.351,0.349,0.5
6,0.164,0.667,0.139,0.375,0.677,0.075,0.312,0.537,0.72,0.223
1,0.132,0.739,0.222,0.012,0.88,0.253,0.899,0.794,0.143,0.443
0,0.184,0.099,0.662,0.166,0.844,0.947,0.215,0.458,0.292,0.155
1,0.239,0.26,0.848,0.23,0.011,0.275,0.906,0.762,0.267,0.746
14,0.758,0.609,0.742,0.646,0.299,0.693,0.043,0.903,0.234,0.067
10,0.87,0.541,0.594,0.526,0.089,0.622,0.137,0.325,0.197,0.708
7,0.983,0.351,0.876,0.079,0.279,0.638,0.048,0.921,0.067,0.144
11,0.334,0.507,0.053,0.458,0.594,0.662,0.205,0.279,0.203,0.758
15,0.454,0.973,0.417,0.913,0.845,0.699,0.799,0.924,0.916,0.27
4,0.112,0.0,0.992,0.618,0.204,0.522,0.796,0.793,0.093,0.602
13,0.658,0.28,0.107,0.75,0.629,0.853,0.257,0.372,0.334,0.894
2,0.572,0.355,0.792,0.026,0.165,0.052,0.056,0.231,0.274,0.22
7,0.35,0.083,0.895,0.408,0.881,0.143,0.853,0.747,0.312,0.815
12,0.869,0.637,0.018,0.168,0.535,0.439,0.092,0.544,0.887,0.861
12,0.421,0.969,0.896,0.588,0.114,0.692,0.505,0.837,0.384,0.637
7,0.402,0.439,0.925,0.352,0.272,0.326,0.405,0.637,0.021,0.591
6,0.448,0.116,0.943,0.498,0.719,0.276,0.009,0.109,0.599,0.648
6,0.8,0.556,0.422,0.088,0.096,0.048,0.32,0.995,0.767,0.581
11,0.521,0.727,0.277,0.68,0.077,0.788,0.331,0.402,0.511,0.736
10,0.163,0.297,0.004,0.721,0.844,0.436,0.259,0.208,0.29,0.552
11,0.649,0.887,0.035,0.352,0.01,0.946,0.101,0.353,0.136,0.522
1,0.417,0.188,0.592,0.149,0.544,0.524,0.176,0.552,0.932,0.098
10,0.77,0.194,0.626,0.685,0.994,0.04,0.868,0.299,0.367,0.443
11,0.633,0.372,0.971,0.376,0.532,0.811,0.529,0.367,0.896,0.59
5,0.938,0.997,0.185,0.961,0.005,0.052,0.53,0.413,0.075,0.643
0,0.036,0.217,0.697,0.016,0.587,0.459,0.658,0.703,0.009,0.155
10,0.613,0.605,0.939,0.492,0.075,0.865,0.77,0.214,0.858,0.91
9,0.144,0.718,0.427,0.699,0.84,0.419,0.358,0.471,0.901,0.729
9,0.669,0.75,0.638,0.405,0.086,0.431,0.647,0.685,0.732,0.976
9,0.788,0.252,0.966,0.321,0.412,0.03,0.263,0.776,0.056,0.078
9,0.748,0.386,0.426,0.428,0.574,0.525,0.757,0.118,0.009,0.532
11,0.38,0.907,0.684,0.661,0.368,0.046,0.713,0.238,0.918,0.559
7,0.153,0.928,0.789,0.274,0.844,0.317,0.403,0.548,0.869,0.308
11,0.334,0.905,0.245,0.463,0.473,0.201,0.294,0.12,0.589,0.81
4,0.245,0.458,0.817,0.449,0.284,0.866,0.576,0.132,0.006,0.697
9,0.533,0.175,0.376,0.998,0.513,0.001,0.109,0.26,0.696,0.429
4,0.455,0.435,0.416,0.089,0.899,0.514,0.446,0.308,0.492,0.983
14,0.455,0.979,0.266,0.685,0.593,0.943,0.65,0.506,0.442,0.257
3,0.055,0.78,0.873,0.411,0.369,0.638,0.502,0.689,0.88,0.04
3,0.439,0.428,0.638,0.589,0.052,0.104,0.78,0.481,0.802,0.556
14,0.771,0.711,0.607,0.832,0.803,0.054,0.201,0.27,0.63,0.794
3,0.07,0.009,0.911,0.344,0.598,0.704,0.864,0.663,0.378,0.62
3,0.067,0.678,0.837,0.285,0.826,0.831,0.136,0.409,0.082,0.685
4,0.887,0.042,0.697,0.362,0.986,0.572,0.054,0.218,0.099,0.404
8,0.84,0.377,0.977,0.256,0.016,0.407,0.241,0.006,0.625,0.09
12,0.378,0.977,0.173,0.449,0.705,0.131,0.641,0.507,0.715,0.532
1,0.763,0.285,0.703,0.077,0.043,0.687,0.891,0.349,0.072,0.522
6,0.8,0.36,0.907,0.03,0.539,0.204,0.058,0.897,0.643,0.647
8,0.602,0.658,0.763,0.025,0.652,0.398,0.939,0.726,0.539,0.542
12,0.873,0.148,0.776,0.789,0.982,0.086,0.595,0.734,0.689,0.608
5,0.878,0.929,0.173,0.337,0.122,0.128,0.688,0.407,0.133,0.369
15,0.652,0.953,0.201,0.957,0.519,0.88,0.711,0.137,0.826,0.181
14,0.643,0.829,0.887,0.565,0.501,0.206,0.296,0.743,0.762,0.25
12,0.644,0.161,0.871,0.831,0.647,0.315,0.159,0.652,0.591,0.696
5,0.341,0.536,0.691,0.436,0.346,0.666,0.562,0.568,0.957,0.031
11,0.358,0.836,0.457,0.709,0.196,0.407,0.486,0.163,0.03,0.625
6,0.307,0.614,0.623,0.453,0.561,0.57,0.376,0.106,0.743,0.537
14,0.698,0.255,0.833,0.86,0.965,0.548,0.85,0.297,0.432,0.609
10,0.076,0.497,0.971,0.916,0.426,0.991,0.281,0.458,0.697,0.898
7,0.776,0.973,0.165,0.169,0.681,0.834,0.943,0.268,0.874,0.081
13,0.374,0.957,0.592,0.4,0.989,0.46,0.894,0.559,0.394,0.258
7,0.615,0.59,0.434,0.064,0.764,0.533,0.94,0.318,0.205,0.757
15,0.372,0.922,0.598,0.994,0.761,0.652,0.508,0.822,0.769,0.516
2,0.059,0.082,0.423,0.807,0.1,0.057,0.121,0.535,0.64,0.174
5,0.144,0.301,0.839,0.768,0.041,0.149,0.977,0.171,0.864,0.77
7,0.78,0.791,0.581,0.301,0.188,0.426,0.5,0.348,0.945,0.518
4,0.964,0.939,0.691,0.24,0.916,0.254,0.276,0.004,0.342,0.02
1,0.03,0.688,0.479,0.403,0.095,0.306,0.058,0.566,0.325,0.305
3,0.151,0.146,0.805,0.699,0.056,0.74,0.473,0.068,0.794,0.291
4,0.578,0.025,0.076,0.354,0.803,0.795,0.306,0.658,0.243,0.974
0,0.193,0.582,0.313,0.036,0.184,0.376,0.324,0.36,0.847,0.13
7,0.5,0.174,0.95,0.207,0.852,0.57,0.021,0.573,0.272,0.831
14,0.79,0.707,0.589,0.724,0.73,0.36,0.272,0.207,0.342,0.519
14,0.777,0.797,0.247,0.842,0.601,0.584,0.142,0.274,0.623,0.084
13,0.228,0.896,0.951,0.676,0.677,0.83,0.971,0.084,0.834,0.071
0,0.185,0.742,0.716,0.054,0.191,0.662,0.84,0.628,0.092,0.14
1,0.331,0.263,0.075,0.045,0.363,0.37,0.693,0.364,0.003,0.671
1,0.575,0.165,0.749,0.085,0.276,0.611,0.601,0.876,0.254,0.203
8,0.343,0.666,0.45,0.687,0.267,0.885,0.027,0.571,0.062,0.249
3,0.307,0.654,0.809,0.114,0.423,0.687,0.242,0.394,0.41,0.372
2,0.61,0.041,0.248,0.362,0.495,0.063,0.933,0.184,0.625,0.479
11,0.814,0.052,0.035,0.609,0.925,0.106,0.752,0.544,0.548,0.208
1,0.657,0.334,0.309,0.105,0.135,0.701,0.654,0.228,0.466,0.733
12,0.554,0.472,0.221,0.545,0.606,0.873,0.907,0.922,0.437,0.668
5,0.417,0.245,0.314,0.682,0.184,0.923,0.143,0.539,0.738,0.685
5,0.734,0.194,0.56,0.569,0.559,0.25,0.262,0.133,0.558,0.451
9,0.511,0.455,0.588,0.471,0.818,0.826,0.112,0.539,0.226,0.543
14,0.509,0.47,0.998,0.869,0.175,0.832,0.91,0.147,0.436,0.876
12,0.718,0.571,0.317,0.646,0.261,0.3,0.378,0.429,0.868,0.698
13,0.905,0.493,0.945,0.287,0.415,0.46,0.712,0.3,0.477,0.253
10,0.272,0.663,0.1,0.267,0.881,0.282,0.029,0.268,0.784,0.952
0,0.251,0.479,0.43,0.229,0.221,0.092,0.362,0.627,0.106,0.903
8,0.118,0.281,0.986,0.389,0.903,0.31,0.124,0.13,0.501,0.213
3,0.301,0.289,0.675,0.158,0.883,0.82,0.6,0.686,0.27,0.621
2,0.737,0.014,0.026,0.338,0.281,0.26,0.28,0.025,0.251,0.475
6,0.096,0.266,0.712,0.605,0.887,0.367,0.506,0.209,0.911,0.841
7,0.235,0.572,0.401,0.786,0.349,0.221,0.858,0.647,0.726,0.766
4,0.405,0.55,0.597,0.124,0.8,0.808,0.655,0.339,0.877,0.634
8,0.415,0.164,0.221,0.936,0.187,0.289,0.755,0.601,0.557,0.733
3,0.45,0.049,0.608,0.646,0.662,0.059,0.539,0.864,0.333,0.276
3,0.434,0.054,0.386,0.497,0.536,0.421,0.665,0.338,0.599,0.337
15,0.978,0.278,0.931,0.832,0.329,0.591,0.094,0.141,0.882,0.476
2,0.128,0.242,0.066,0.093,0.646,0.438,0.031,0.149,0.676,0.634
2,0.279,0.875,0.465,0.159,0.259,0.971,0.349,0.161,0.323,0.9
12,0.478,0.619,0.778,0.762,0.391,0.657,0.086,0.643,0.386,0.915
0,0.729,0.256,0.595,0.021,0.123,0.132,0.682,0.301,0.512,0.145
13,0.877,0.407,0.076,0.537,0.718,0.974,0.825,0.529,0.41,0.513
14,0.995,0.574,0.581,0.933,0.361,0.183,0.077,0.992,0.727,0.16
10,0.363,0.659,0.874,0.397,0.938,0.932,0.248,0.058,0.243,0.758
4,0.477,0.318,0.218,0.175,0.767,0.449,0.301,0.112,0.373,0.456
2,0.896,0.183,0.532,0.17,0.673,0.49,0.08,0.872,0.664,0.602
14,0.757,0.357,0.198,0.955,0.565,0.762,0.732,0.082,0.829,0.529
3,0.195,0.203,0.331,0.303,0.882,0.128,0.831,0.078,0.451,0.712
14,0.828,0.578,0.447,0.622,0.808,0.101,0.121,0.425,0.244,0.326
2,0.722,0.44,0.453,0.057,0.391,0.861,0.461,0.219,0.45,0.861
4,0.975,0.9,0.433,0.369,0.961,0.917,0.045,0.45,0.127,0.085
15,0.698,0.798,0.686,0.978,0.749,0.86,0.072,0.199,0.703,0.438
4,0.564,0.772,0.56,0.052,0.297,0.409,0.874,0.505,0.47,0.834
8,0.878,0.617,0.772,0.275,0.121,0.138,0.987,0.872,0.265,0.19
14,0.513,0.679,0.525,0.876,0.78,0.208,0.733,0.38,0.53,0.848
11,0.336,0.92,0.377,0.63,0.302,0.94,0.48,0.497,0.792,0.557
0,0.079,0.399,0.867,0.106,0.538,0.738,0.538,0.558,0.377,0.083
12,0.712,0.743,0.19,0.496,0.62,0.39,0.374,0.945,0.097,0.896
3,0.327,0.531,0.273,0.185,0.135,0.612,0.875,0.573,0.882,0.395
7,0.395,0.561,0.257,0.534,0.239,0.28,0.354,0.996,0.561,0.411
3,0.966,0.047,0.195,0.512,0.612,0.882,0.801,0.417,0.695,0.13
8,0.785,0.902,0.234,0.404,0.431,0.906,0.399,0.051,0.029,0.058
13,0.889,0.132,0.858,0.999,0.993,0.43,0.395,0.237,0.299,0.089
11,0.654,0.718,0.121,0.088,0.876,0.695,0.276,0.87,0.564,0.869
15,0.923,0.667,0.805,0.449,0.796,0.602,0.558,0.369,0.248,0.052
1,0.168,0.285,0.945,0.122,0.017,0.798,0.228,0.212,0.48,0.012
9,0.848,0.696,0.853,0.055,0.671,0.18,0.109,0.717,0.945,0.892
7,0.213,0.859,0.321,0.67,0.023,0.859,0.569,0.276,0.235,0.158
5,0.112,0.115,0.255,0.673,0.795,0.215,0.379,0.862,0.144,0.439
9,0.381,0.014,0.169,0.774,0.895,0.576,0.777,0.646,0.795,0.646
9,0.525,0.861,0.151,0.236,0.184,0.486,0.937,0.975,0.227,0.177
14,0.736,0.646,0.838,0.619,0.676,0.145,0.707,0.314,0.795,0.844
2,0.28,0.389,0.527,0.362,0.297,0.152,0.728,0.964,0.726,0.801
12,0.791,0.857,0.359,0.844,0.155,0.948,0.114,0.292,0.412,0.991
13,0.408,0.606,0.082,0.85,0.351,0.41,0.63,0.695,0.08,0.691
8,0.334,0.509,0.268,0.45,0.986,0.978,0.5,0.78,0.859,0.018
8,0.201,0.138,0.554,0.958,0.965,0.685,0.423,0.949,0.646,0.701
10,0.805,0.941,0.983,0.087,0.525,0.79,0.451,0.68,0.908,0.439
0,0.163,0.418,0.764,0.018,0.371,0.851,0.821,0.249,0.866,0.89
15,0.76,0.322,0.89,0.847,0.878,0.679,0.526,0.64,0.668,0.807
9,0.809,0.389,0.037,0.128,0.372,0.598,0.857,0.777,0.501,0.435
0,0.146,0.621,0.295,0.171,0.016,0.907,0.52,0.515,0.448,0.684
14,0.533,0.74,0.773,0.975,0.003,0.679,0.181,0.979,0.885,0.366
1,0.003,0.624,0.809,0.25,0.746,0.892,0.279,0.197,0.769,0.786
7,0.906,0.028,0.299,0.962,0.609,0.132,0.063,0.331,0.196,0.937
8,0.085,0.984,0.074,0.609,0.533,0.623,0.186,0.62,0.1,0.989
13,0.966,0.482,0.004,0.05,0.493,0.257,0.077,0.324,0.424,0.742
0,0.014,0.073,0.175,0.249,0.518,0.018,0.057,0.417,0.781,0.331
0,0.153,0.493,0.523,0.0,0.708,0.094,0.79,0.758,0.916,0.935
14,0.875,0.695,0.362,0.939,0.024,0.327,0.881,0.438,0.187,0.454
2,0.117,0.783,0.728,0.31,0.25,0.401,0.74,0.845,0.323,0.559
0,0.079,0.281,0.146,0.086,0.077,0.292,0.676,0.317,0.969,0.298
4,0.668,0.326,0.425,0.119,0.938,0.996,0.197,0.819,0.516,0.588
2,0.988,0.838,0.261,0.093,0.586,0.636,0.787,0.41,0.09,0.461
10,0.603,0.587,0.61,0.673,0.516,0.581,0.535,0.353,0.978,0.619
13,0.996,0.322,0.161,0.744,0.23,0.111,0.853,0.882,0.413,0.182
14,0.474,0.481,0.471,0.934,0.915,0.456,0.464,0.033,0.481,0.418
8,0.479,0.028,0.241,0.808,0.94,0.585,0.905,0.222,0.593,0.989
13,0.421,0.901,0.08,0.55,0.38,0.335,0.607,0.507,0.28,0.199
10,0.248,0.953,0.284,0.53,0.862,0.123,0.06,0.334,0.746,0.705
6,0.47,0.63,0.302,0.24,0.326,0.39,0.938,0.242,0.592,0.373
8,0.978,0.813,0.567,0.835,0.275,0.942,0.51,0.776,0.149,0.7
3,0.43,0.11,0.833,0.687,0.344,0.493,0.934,0.109,0.344,0.759
2,0.937,0.226,0.541,0.169,0.293,0.475,0.46,0.49,0.401,0.658
6,0.385,0.643,0.374,0.496,0.556,0.52,0.458,0.15,0.39,0.306
11,0.691,0.763,0.508,0.502,0.292,0.205,0.509,0.756,0.057,0.886
10,0.807,0.763,0.601,0.476,0.625,0.242,0.658,0.117,0.489,0.73
14,0.648,0.359,0.68,0.805,0.913,0.385,0.359,0.976,0.545,0.252
9,0.477,0.91,0.132,0.437,0.024,0.351,0.448,0.702,0.377,0.661
12,0.669,0.932,0.446,0.85,0.381,0.444,0.356,0.887,0.161,0.511
10,0.233,0.276,0.83,0.93,0.363,0.363,0.963,0.822,0.528,0.006
0,0.286,0.659,0.401,0.014,0.008,0.976,0.922,0.097,0.457,0.1
5,0.436,0.537,0.51,0.559,0.161,0.839,0.187,0.991,0.441,0.787
12,0.834,0.696,0.873,0.014,0.975,0.524,0.492,0.624,0.038,0.318
13,0.735,0.767,0.497,0.551,0.537,0.491,0.935,0.497,0.386,0.392
6,0.103,0.958,0.094,0.18,0.822,0.469,0.092,0.537,0.083,0.873
4,0.573,0.599,0.51,0.314,0.107,0.76,0.802,0.122,0.325,0.361
4,0.115,0.702,0.649,0.441,0.78,0.181,0.78,0.267,0.728,0.303
4,0.442,0.228,0.938,0.129,0.804,0.74,0.626,0.883,0.811,0.114
8,0.35,0.22,0.057,0.281,0.898,0.929,0.911,0.356,0.171,0.817
11,0.192,0.941,0.421,0.765,0.917,0.106,0.243,0.25,0.232,0.679
15,0.888,0.764,0.057,0.962,0.235,0.706,0.665,0.505,0.81,0.439
5,0.453,0.22,0.152,0.711,0.007,0.218,0.872,0.306,0.44,0.811
6,0.383,0.283,0.117,0.512,0.388,0.375,0.99,0.76,0.012,0.217
4,0.699,0.14,0.072,0.301,0.596,0.53,0.383,0.082,0.509,0.159
14,0.644,0.789,0.237,0.66,0.848,0.522,0.952,0.692,0.923,0.14
15,0.468,0.999,0.23,0.604,0.865,0.523,0.973,0.339,0.115,0.289
10,0.945,0.723,0.641,0.543,0.492,0.708,0.987,0.373,0.217,0.322
2,0.281,0.104,0.279,0.44,0.499,0.862,0.01,0.483,0.088,0.218
0,0.098,0.216,0.521,0.299,0.283,0.111,0.449,0.104,0.677,0.871
1,0.79,0.149,0.592,0.263,0.187,0.029,0.202,0.425,0.081,0.296
3,0.108,0.654,0.758,0.581,0.21,0.791,0.228,0.435,0.305,0.259
5,0.026,0.737,0.748,0.938,0.218,0.327,0.0,0.216,0.573,0.027
4,0.347,0.475,0.446,0.275,0.691,0.182,0.414,0.873,0.009,0.492
14,0.371,0.97,0.169,0.84,0.058,0.309,0.865,0.816,0.617,0.833
0,0.108,0.548,0.178,0.142,0.234,0.073,0.368,0.658,0.748,0.943
12,0.547,0.756,0.756,0.487,0.425,0.74,0.71,0.99,0.01,0.47
6,0.498,0.005,0.846,0.851,0.558,0.957,0.398,0.503,0.605,0.597
15,0.923,0.526,0.071,0.977,0.149,0.55,0.405,0.101,0.166,0.647
4,0.574,0.052,0.208,0.4,0.86,0.639,0.332,0.522,0.169,0.74
5,0.17,0.477,0.846,0.649,0.213,0.875,0.043,0.363,0.913,0.73
4,0.905,0.55,0.516,0.134,0.027,0.582,0.584,0.947,0.464,0.874
5,0.348,0.279,0.227,0.41,0.725,0.133,0.312,0.568,0.967,0.39
2,0.424,0.446,0.527,0.228,0.008,0.155,0.333,0.417,0.549,0.193
13,0.897,0.694,0.492,0.658,0.863,0.49,0.502,0.953,0.087,0.505
0,0.015,0.239,0.464,0.139,0.323,0.253,0.646,0.91,0.122,0.121
15,0.872,0.5,0.854,0.658,0.746,0.043,0.33,0.609,0.414,0.78
8,0.783,0.206,0.904,0.576,0.218,0.243,0.239,0.609,0.086,0.058
9,0.307,0.916,0.787,0.11,0.798,0.147,0.075,0.541,0.654,0.982
2,0.203,0.44,0.034,0.194,0.002,0.378,0.366,0.987,0.951,0.428
7,0.579,0.862,0.23,0.08,0.642,0.342,0.265,0.832,0.074,0.92
6,0.876,0.095,0.16,0.624,0.439,0.631,0.684,0.319,0.498,0.629
12,0.962,0.08,0.01,0.932,0.478,0.908,0.297,0.145,0.075,0.234
9,0.337,0.911,0.94,0.305,0.262,0.835,0.84,0.05,0.378,0.418
9,0.293,0.886,0.454,0.678,0.026,0.271,0.694,0.32,0.11,0.98
4,0.218,0.706,0.046,0.007,0.645,0.35,0.228,0.778,0.299,0.946
3,0.463,0.322,0.16,0.054,0.793,0.367,0.073,0.403,0.371,0.304
3,0.058,0.665,0.619,0.83,0.049,0.866,0.147,0.861,0.49,0.376
14,0.736,0.198,0.944,0.817,0.951,0.096,0.209,0.931,0.686,0.619
0,0.186,0.083,0.527,0.065,0.309,0.985,0.417,1.0,0.062,0.33
13,0.496,0.354,0.369,0.877,0.874,0.617,0.407,0.253,0.709,0.317
2,0.009,0.857,0.881,0.639,0.21,0.458,0.912,0.463,0.122,0.423
14,0.197,0.649,0.131,0.956,0.764,0.036,0.045,0.946,0.568,0.133
4,0.094,0.163,0.758,0.752,0.006,0.119,0.093,0.309,0.017,0.105
15,0.824,0.36,0.042,0.666,0.754,0.362,0.818,0.333,0.932,0.724
3,0.447,0.185,0.319,0.668,0.148,0.099,0.524,0.968,0.79,0.163
3,0.171,0.588,0.474,0.128,0.949,0.823,0.973,0.482,0.456,0.407
5,0.891,0.063,0.576,0.737,0.865,0.672,0.919,0.356,0.105,0.725
6,0.739,0.852,0.406,0.197,0.03,0.272,0.294,0.189,0.949,0.262
14,0.801,0.707,0.991,0.748,0.027,0.148,0.106,0.67,0.418,0.985
0,0.071,0.185,0.717,0.244,0.385,0.898,0.352,0.378,0.099,0.91
11,0.807,0.232,0.042,0.359,0.616,0.275,0.256,0.597,0.559,0.045
14,0.633,0.576,0.762,0.905,0.328,0.042,0.961,0.615,0.25,0.161
14,0.872,0.552,0.478,0.821,0.662,0.454,0.32,0.914,0.739,0.276
1,0.401,0.283,0.456,0.084,0.925,0.199,0.549,0.149,0.863,0.681
5,0.548,0.404,0.578,0.487,0.321,0.369,0.729,0.507,0.322,0.463
2,0.149,0.004,0.511,0.631,0.408,0.372,0.155,0.388,0.466,0.889
10,0.739,0.798,0.86,0.178,0.504,0.335,0.278,0.817,0.631,0.685
10,0.094,0.616,0.036,0.977,0.001,0.347,0.885,0.216,0.519,0.78
5,0.44,0.801,0.464,0.216,0.311,0.841,0.345,0.559,0.146,0.878
13,0.828,0.869,0.117,0.359,0.809,0.083,0.288,0.223,0.469,0.299
4,0.838,0.924,0.205,0.078,0.447,0.21,0.186,0.572,0.728,0.009
0,0.107,0.502,0.586,0.126,0.446,0.88,0.644,0.599,0.013,0.432
5,0.882,0.816,0.504,0.2,0.505,0.981,0.098,0.969,0.593,0.389
2,0.344,0.112,0.166,0.319,0.457,0.272,0.849,0.644,0.44,0.61
11,0.493,0.205,0.986,0.474,0.968,0.753,0.278,0.068,0.743,0.858
10,0.166,0.036,0.062,0.962,0.648,0.506,0.558,0.15,0.05,0.873
2,0.499,0.196,0.354,0.115,0.914,0.877,0.303,0.29,0.327,0.087
5,0.516,0.073,0.292,0.662,0.821,0.106,0.107,0.242,0.813,0.126
2,0.063,0.209,0.578,0.224,0.888,0.815,0.734,0.656,0.794,0.944
2,0.317,0.38,0.422,0.268,0.758,0.042,0.283,0.556,0.457,0.964
9,0.651,0.603,0.297,0.354,0.392,0.924,0.106,0.795,0.379,0.229
0,0.091,0.946,0.805,0.001,0.081,0.953,0.901,0.275,0.605,0.501
2,0.011,0.228,0.098,0.26,0.332,0.106,0.171,0.577,0.591,0.824
10,0.911,0.698,0.793,0.546,0.107,0.634,0.073,0.462,0.346,0.869
0,0.107,0.529,0.607,0.147,0.264,0.077,0.314,0.12,0.424,0.749
2,0.071,0.883,0.152,0.343,0.204,0.128,0.224,0.645,0.32,0.036
11,0.312,0.737,0.664,0.634,0.722,0.009,0.746,0.18,0.967,0.105
12,0.59,0.73,0.564,0.745,0.067,0.598,0.966,0.983,0.379,0.017
7,0.572,0.024,0.036,0.552,0.839,0.773,0.434,0.388,0.678,0.758
8,0.201,0.663,0.292,0.872,0.152,0.156,0.494,0.022,0.791,0.847
10,0.372,0.79,0.385,0.57,0.116,0.884,0.875,0.088,0.379,0.214
0,0.957,0.019,0.954,0.168,0.026,0.79,0.519,0.383,0.594,0.327
6,0.733,0.627,0.662,0.063,0.687,0.408,0.38,0.6,0.186,0.689
9,0.675,0.285,0.144,0.307,0.81,0.024,0.601,0.302,0.549,0.014
8,0.135,0.982,0.386,0.869,0.521,0.849,0.645,0.057,0.29,0.377
4,0.404,0.182,0.109,0.138,0.835,0.935,0.855,0.576,0.237,0.762
4,0.82,0.927,0.56,0.177,0.564,0.59,0.615,0.806,0.432,0.802
3,0.428,0.088,0.466,0.527,0.595,0.38,0.024,0.247,0.67,0.669
4,0.367,0.444,0.352,0.305,0.475,0.04,0.089,0.831,0.04,0.786
2,0.308,0.336,0.317,0.397,0.171,0.331,0.376,0.054,0.209,0.643
6,0.824,0.164,0.797,0.539,0.471,0.401,0.042,0.92,0.049,0.943
11,0.592,0.362,0.779,0.744,0.65,0.072,0.584,0.065,0.091,0.228
11,0.846,0.437,0.62,0.499,0.693,0.762,0.426,0.072,0.21,0.281
7,0.3,0.367,0.758,0.825,0.079,0.922,0.501,0.529,0.303,0.933
